sentinel-java-pit-artifacts-v1
core	1.30.0	637832	73f561066a9b681611356db417cc8e7bdb1deec8e564239ee3ce8720bab64cec	pitest-1.30.0.jar	https://repo.maven.apache.org/maven2/org/pitest/pitest/1.30.0/pitest-1.30.0.jar	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0
entry	1.30.0	805846	1902c50bcdd6db79176ee59ad28c4d4c1a13805bdeaaba010cff97d5f0ea7b19	pitest-entry-1.30.0.jar	https://repo.maven.apache.org/maven2/org/pitest/pitest-entry/1.30.0/pitest-entry-1.30.0.jar	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0
cli	1.30.0	744105	a7ee242c8da89be731cb2c32993500aa552049a68735af6928862ed258fed009	pitest-command-line-1.30.0.jar	https://repo.maven.apache.org/maven2/org/pitest/pitest-command-line/1.30.0/pitest-command-line-1.30.0.jar	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0
junit5	1.2.3	12949	d3e2fcc8db5fd52c0c4ac2fe0d937e64da3df39b657093a1581b5fd463f9be64	pitest-junit5-plugin-1.2.3.jar	https://repo.maven.apache.org/maven2/org/pitest/pitest-junit5-plugin/1.2.3/pitest-junit5-plugin-1.2.3.jar	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0
text	1.14.0	259876	121fce2282910c8f0c3ba793a5436b31beb710423cbe2d574a3fb7a73c508e92	commons-text-1.14.0.jar	https://repo.maven.apache.org/maven2/org/apache/commons/commons-text/1.14.0/commons-text-1.14.0.jar	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0
lang	3.18.0	702952	4eeeae8d20c078abb64b015ec158add383ac581571cddc45c68f0c9ae0230720	commons-lang3-3.18.0.jar	https://repo.maven.apache.org/maven2/org/apache/commons/commons-lang3/3.18.0/commons-lang3-3.18.0.jar	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0
junit-console	1.10.2	2680679	a1de557821293ce903c213c694165fff532cf92081bac4238b9e05b35f04f43f	junit-platform-console-standalone-1.10.2.jar	https://repo.maven.apache.org/maven2/org/junit/platform/junit-platform-console-standalone/1.10.2/junit-platform-console-standalone-1.10.2.jar	EPL-2.0	https://www.eclipse.org/legal/epl-2.0/
